log_id,router,dataset_name,destination,raw_destination,sensitive,blockchain_hash,blockchain_tx_hash,routing_latency_ms,backend_write_latency_ms,total_latency_ms,success,energy_cpu_pkg_j,payload_bytes,proc_cpu_pct,proc_rss_mb,level,component,log_source,content,event_template
1,xgboost,loghub,minio,minio,False,,,6.501522999315057,0.19594399782363325,6.69746699713869,True,0.0,55,0.0,860.921856,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
2,xgboost,loghub,clickhouse,clickhouse,False,,,18.330014994717203,10.786847000417765,29.11686199513497,True,0.1949003895,39,0.0,860.930048,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
3,xgboost,loghub,minio,minio,False,,,13.726179000514094,0.18410100165056065,13.910280002164654,True,0.0,49,0.0,860.950528,notice,nan,Apache,jk2_init() Found child 6725 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
4,xgboost,loghub,minio,minio,False,,,10.43601999845123,0.16686100570950657,10.602881004160736,True,0.0,48,0.0,860.950528,notice,nan,Apache,jk2_init() Found child 6726 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
5,xgboost,loghub,minio,minio,False,,,1.1049870008719154,0.12819600669899955,1.233183007570915,True,0.0,48,0.0,860.954624,notice,nan,Apache,jk2_init() Found child 6728 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
6,xgboost,loghub,minio,minio,False,,,0.3317399969091639,0.11568300396902487,0.44742300087818876,True,0.0,55,0.0,860.95872,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
7,xgboost,loghub,minio,minio,False,,,0.42911899799946696,0.10915199527516961,0.5382709932746366,True,0.0,55,0.0,860.962816,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
8,xgboost,loghub,minio,minio,False,,,0.30350899760378525,0.11488200107123703,0.4183909986750223,True,0.0,55,0.0,860.962816,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
9,xgboost,loghub,clickhouse,clickhouse,False,,,0.2774179956759326,13.507782998203766,13.785200993879698,True,0.19490193125000005,39,0.0,860.966912,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
10,xgboost,loghub,clickhouse,clickhouse,False,,,20.248507003998384,12.41036799910944,32.65887500310782,True,0.15624381475000002,39,0.0,860.9792,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
11,xgboost,loghub,clickhouse,clickhouse,False,,,23.31946800404694,5.334832996595651,28.65430100064259,True,0.028294823249999997,39,0.0,860.991488,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
12,xgboost,loghub,minio,minio,False,,,26.274321004166268,0.18100699526257813,26.455327999428846,True,0.0,49,0.0,860.991488,notice,nan,Apache,jk2_init() Found child 6736 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
13,xgboost,loghub,minio,minio,False,,,0.43828500201925635,0.12923299800604582,0.5675180000253022,True,0.0,48,0.0,860.991488,notice,nan,Apache,jk2_init() Found child 6733 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
14,xgboost,loghub,minio,minio,False,,,0.3075099957641214,0.11723300121957436,0.4247429969836958,True,0.0,48,0.0,860.991488,notice,nan,Apache,jk2_init() Found child 6734 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
15,xgboost,loghub,minio,minio,False,,,0.28265600121812895,0.11173199891345575,0.3943880001315847,True,0.0,55,0.0,860.991488,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
16,xgboost,loghub,minio,minio,False,,,0.28328799817245454,0.10908499825745821,0.39237299642991275,True,0.0,55,0.0,861.003776,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
17,xgboost,loghub,clickhouse,clickhouse,False,,,0.2589270006865263,13.884811000025366,14.143738000711892,True,0.20003849324999998,39,0.0,861.003776,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
18,xgboost,loghub,minio,minio,False,,,2.8394239998306148,0.13800200395053253,2.9774260037811473,True,0.0,48,0.0,861.024256,notice,nan,Apache,jk2_init() Found child 6738 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
19,xgboost,loghub,minio,minio,False,,,0.3228599962312728,0.11133200314361602,0.43419199937488884,True,0.0,48,0.0,861.024256,notice,nan,Apache,jk2_init() Found child 6741 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
20,xgboost,loghub,minio,minio,False,,,0.34479099849704653,0.10832399857463315,0.4531149970716797,True,0.0,48,0.0,861.028352,notice,nan,Apache,jk2_init() Found child 6740 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
21,xgboost,loghub,minio,minio,False,,,0.2673939961823635,0.10665500303730369,0.37404899921966717,True,0.0,48,0.0,861.028352,notice,nan,Apache,jk2_init() Found child 6737 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
22,xgboost,loghub,minio,minio,False,,,0.2615630000946112,0.10476600436959416,0.36632900446420535,True,0.0,55,0.0,861.028352,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
23,xgboost,loghub,minio,minio,False,,,0.28983099764445797,0.10874400322791189,0.39857500087236986,True,0.0,55,0.0,861.032448,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
24,xgboost,loghub,minio,minio,False,,,1.0578120054560713,0.12027300545014441,1.1780850109062158,True,0.017761,55,0.0,861.036544,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
25,xgboost,loghub,clickhouse,clickhouse,False,,,0.26522899861447513,10.648283998307306,10.913512996921781,True,0.146069028,39,0.0,861.036544,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
26,xgboost,loghub,clickhouse,clickhouse,False,,,25.19915699667763,9.607301006326452,34.80645800300408,True,0.127273310625,39,0.0,861.052928,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
27,xgboost,loghub,clickhouse,clickhouse,False,,,2.1468350023496896,13.8697790025617,16.01661400491139,True,0.22012206562500003,39,0.0,861.057024,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
28,xgboost,loghub,minio,minio,False,,,2.3540879992651753,3.6391059984453022,5.993193997710478,True,0.096191,48,0.0,861.073408,notice,nan,Apache,jk2_init() Found child 6748 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
29,xgboost,loghub,minio,minio,False,,,6.5555749970371835,0.24709199351491407,6.802666990552098,True,0.0,49,18265.5,861.073408,notice,nan,Apache,jk2_init() Found child 6744 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
30,xgboost,loghub,minio,minio,False,,,0.9899429933284409,0.19334800163051113,1.183290994958952,True,0.0,48,0.0,861.073408,notice,nan,Apache,jk2_init() Found child 6745 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
31,xgboost,loghub,minio,minio,False,,,0.48270999832311645,0.13318700075615197,0.6158969990792684,True,0.0,55,0.0,861.077504,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
32,xgboost,loghub,minio,minio,False,,,0.2843100010068156,0.12689999857684597,0.41120999958366156,True,0.0,55,0.0,861.077504,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
33,xgboost,loghub,clickhouse,clickhouse,False,,,0.2726180027821101,7.734863000223413,8.007481003005523,True,0.12570235325,39,0.0,861.0816,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
34,xgboost,loghub,clickhouse,clickhouse,False,,,11.42192699626321,10.33134699537186,21.75327399163507,True,0.14958219912499998,39,0.0,861.097984,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
35,xgboost,loghub,minio,minio,False,,,13.018378995184321,0.17113200010498986,13.18951099528931,True,0.0,48,0.0,861.106176,notice,nan,Apache,jk2_init() Found child 6750 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
36,xgboost,loghub,minio,minio,False,,,0.4307999988668598,0.11976099631283432,0.5505609951796941,True,0.0,48,0.0,861.106176,notice,nan,Apache,jk2_init() Found child 6751 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
37,xgboost,loghub,minio,minio,False,,,0.3461480009718798,0.11920600081793964,0.46535400178981945,True,0.0,49,0.0,861.106176,notice,nan,Apache,jk2_init() Found child 6752 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
38,xgboost,loghub,minio,minio,False,,,0.29785800143145025,0.11564700253074989,0.41350500396220013,True,0.0,55,0.0,861.110272,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
39,xgboost,loghub,minio,minio,False,,,0.8342549990629777,0.1078630011761561,0.9421180002391338,True,0.0,55,0.0,861.110272,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
