log_id,router,dataset_name,destination,routing_latency_ms,backend_write_latency_ms,total_latency_ms,success,energy_cpu_pkg_j,payload_bytes,sensitive,proc_cpu_pct,proc_rss_mb
1,static,Loghub-zenodo_Logs,mysql,0.16515174032813223,5.944377693670439,6.109529433998571,True,0.034519572138853254,88,False,93.77603671905847,1591.1539824240024
2,static,Loghub-zenodo_Logs,mysql,0.4926319183754488,6.35836234206228,6.850994260437729,True,0.02819593230873132,95,False,172.15349893110692,1492.8424498350719
3,static,Loghub-zenodo_Logs,ipfs,0.7808077660392609,37.39550369021978,38.17631145625904,True,0.08959193440475337,70,True,145.0916899462727,1634.1174833233244
4,static,Loghub-zenodo_Logs,mysql,0.30741523197254383,7.466688201890746,7.77410343386329,True,0.033344325422404245,54,False,187.29512735678412,1450.0480366505878
5,static,Loghub-zenodo_Logs,mysql,0.8496936217220659,4.920634613541499,5.770328235263565,True,0.031106914060615408,75,False,200.55911407854262,1442.0500264830496
6,static,Loghub-zenodo_Logs,ipfs,0.4148805985047411,102.9747487099069,103.38962930841164,True,0.2243010735687007,39,True,112.50945717530557,1468.5395114131884
7,static,Loghub-zenodo_Logs,ipfs,0.5264349940318903,75.69954243741739,76.22597743144928,True,0.17393009670191228,104,True,158.89615699145224,1557.6135005395859
8,static,Loghub-zenodo_Logs,mysql,0.6149780888441642,6.191510402622467,6.806488491466631,True,0.03774071621152382,70,False,59.394020012716084,1496.813475187845
9,static,Loghub-zenodo_Logs,ipfs,0.43436986055508653,43.68273755940477,44.11710741995986,True,0.10813441847282088,48,False,202.81966192463145,1492.5155978312425
10,static,Loghub-zenodo_Logs,ipfs,0.5581144970143341,65.31300442888912,65.87111892590345,True,0.14205607225658992,38,False,230.2077801530449,1508.2687162096229
11,static,Loghub-zenodo_Logs,mysql,0.49867181736202504,10.654065449233839,11.152737266595864,True,0.04978007112466708,34,False,49.53799065024643,1397.4096779629187
12,static,Loghub-zenodo_Logs,mysql,0.7081775621159435,6.531720375218348,7.239897937334291,True,0.03260686409813498,56,False,220.45134959686055,1501.1029362569961
13,static,Loghub-zenodo_Logs,mysql,0.5010809296082211,8.08270143597196,8.58378236558018,True,0.04095579855287702,95,False,158.55778428830183,1578.6563578966025
14,static,Loghub-zenodo_Logs,mysql,0.5667004711281444,6.109460053463935,6.676160524592079,True,0.03676271661977547,40,False,156.8708762508454,1462.859756622626
15,static,Loghub-zenodo_Logs,mysql,0.34609385696389394,4.624517794132233,4.970611651096127,True,0.030593733359272724,105,False,140.5373609255598,1616.9567531011176
16,static,Loghub-zenodo_Logs,mysql,0.28558949655945876,6.205101792735322,6.49069128929478,True,0.033273912422135656,29,False,257.7160688368651,1611.4685321363067
17,static,Loghub-zenodo_Logs,ipfs,0.7346792730380411,39.953428422298224,40.688107695336264,True,0.1001770816102655,79,True,216.40099672251876,1495.085801648717
18,static,Loghub-zenodo_Logs,mysql,0.4802572475126207,11.075590060851159,11.555847308363779,True,0.031131984779637804,23,False,178.61561202765006,1619.9195754391976
19,static,Loghub-zenodo_Logs,ipfs,0.4262258426675885,57.02859586389959,57.45482170656718,True,0.12925896545173912,70,False,239.50582469303728,1461.1590593649944
20,static,Loghub-zenodo_Logs,mysql,0.28344241963049094,8.56523894368019,8.848681363310682,True,0.03286232691705668,164,False,204.88832646516894,1531.3819842210667
21,static,Loghub-zenodo_Logs,mysql,0.7755408086656246,7.609600159333725,8.38514096799935,True,0.037813658874864944,45,False,200.8137782115143,1531.6439355521147
22,static,Loghub-zenodo_Logs,mysql,0.6715750334376897,8.550641421978524,9.222216455416213,True,0.03493235669762239,79,False,242.4381348531524,1512.0758468496688
